iter	Logloss
205	0.2333353068
206	0.2333009392
207	0.2332870014
208	0.2332509767
209	0.2332490414
210	0.2332318597
211	0.2331960877
212	0.2331792858
213	0.2331603572
214	0.2330916267
215	0.2330650632
216	0.2330360055
217	0.2330047922
218	0.2329701666
219	0.2329579723
220	0.2329266694
221	0.2328831091
222	0.232858912
223	0.2328147227
224	0.2327907869
225	0.2327870483
226	0.2327586135
227	0.2327575649
228	0.2326903742
229	0.2326516325
230	0.232627708
231	0.2326193567
232	0.2326123678
233	0.2325798903
234	0.232526709
235	0.2324636206
236	0.232433756
237	0.2324118613
238	0.2324108904
239	0.232383032
240	0.2323677656
241	0.2323543843
242	0.2323342258
243	0.2323205764
244	0.2323093819
245	0.2322783616
246	0.2322504251
247	0.2322374993
248	0.2322230072
249	0.2321556747
250	0.2321157165
251	0.2320586245
252	0.232056337
253	0.2320457501
254	0.2320028496
255	0.2319927799
256	0.2319841769
257	0.2319668792
258	0.2319578353
259	0.2319263364
260	0.2319056907
261	0.2318869018
262	0.2318329793
263	0.2318246299
264	0.2318139886
265	0.2317914009
266	0.2317641588
267	0.2317515085
268	0.2317336426
269	0.2317192005
270	0.2316967166
271	0.2316954852
272	0.2316757059
273	0.2316408127
274	0.2316365711
275	0.2316193308
276	0.2316029152
277	0.23158602
278	0.2315678368
279	0.2315273297
280	0.2315205066
281	0.2314820219
282	0.2314714054
283	0.2314705309
284	0.2314194358
285	0.2313996599
286	0.2313696268
287	0.2313444102
288	0.2313371789
289	0.2313297381
290	0.2313032557
291	0.2312817941
292	0.2312715111
293	0.2312411733
294	0.231231326
295	0.2311998958
296	0.2311938898
297	0.2311916816
298	0.2311799973
299	0.2311536961
300	0.2311147388
301	0.2310912364
302	0.231074775
303	0.231060009
304	0.2310486632
305	0.2310149808
306	0.2309982591
307	0.2309927523
308	0.2309819517
309	0.230968117
310	0.2309630012
311	0.2309575618
312	0.230948648
313	0.2309298364
314	0.2308918859
315	0.230881838
316	0.230857419
317	0.2308562973
318	0.2308440788
319	0.2308167588
320	0.2307874725
321	0.2307637062
322	0.2307538669
323	0.2307473237
324	0.2307158531
325	0.2306768247
326	0.230652288
327	0.2306277825
328	0.2306136547
329	0.2305983176
330	0.2305834415
331	0.2305691615
332	0.2305656177
333	0.2305459354
334	0.2305381422
335	0.2305010887
336	0.2304844952
337	0.230465646
338	0.2304405066
339	0.2304232053
340	0.2304111788
341	0.2303873033
342	0.2303726858
343	0.2303417291
344	0.2303129255
345	0.2303017525
346	0.2302408584
347	0.2302110304
348	0.2301954319
349	0.2301814467
350	0.230177895
351	0.2301681063
352	0.2301627279
353	0.2301518057
354	0.2301476146
355	0.230107657
356	0.2300856729
357	0.2300833785
358	0.2300426343
359	0.2300318492
360	0.2300254425
361	0.2300147247
362	0.2300044981
363	0.2299932899
364	0.2299574668
365	0.2299544127
366	0.229950637
367	0.2299485276
368	0.2299350203
369	0.2299250854
370	0.2298932888
371	0.2298852429
372	0.2298753457
373	0.2298673575
374	0.2298510372
375	0.2298465643
376	0.2298411699
377	0.2298142802
378	0.2297936747
379	0.2297884717
380	0.2297774134
381	0.2297609912
382	0.2297279663
383	0.2297242964
384	0.2297180347
385	0.2296948338
386	0.2296790299
387	0.2296599464
388	0.2296575826
389	0.2296485379
390	0.2296337198
391	0.229609996
392	0.2295765248
393	0.2295624861
394	0.2295473191
395	0.2295333842
396	0.2295179067
397	0.2294973153
398	0.2294826098
399	0.2294365654
400	0.2294302271
401	0.2294174619
402	0.2293980197
403	0.2293573312
404	0.2293404092
405	0.2293290401
406	0.229316924
407	0.2293028238
408	0.2293016766
409	0.2292837405
410	0.2292791631
411	0.2292392597
412	0.2292348285
413	0.2292167212
414	0.2291936262
415	0.2291669818
416	0.2291442588
417	0.2291181545
418	0.229113504
419	0.229108011
420	0.2290944053
421	0.2290597039
422	0.2290550211
423	0.2290378708
424	0.2290262527
425	0.22901071
426	0.2289986474
427	0.2289821261
428	0.2289812167
429	0.2289796547
430	0.2289559718
431	0.2289387153
432	0.2289274608
433	0.2289208292
434	0.2289084861
435	0.2289034248
436	0.2288873375
437	0.2288760682
438	0.22885414
439	0.2288364219
440	0.2288139828
441	0.2287881653
442	0.2287814987
443	0.228781029
444	0.2287509252
445	0.2286993405
446	0.228676119
447	0.2286584335
448	0.2286502452
449	0.228637872
450	0.2286083189
451	0.2286028916
452	0.2285851522
453	0.2285501373
454	0.2285457415
455	0.2285249658
456	0.2285177267
457	0.2285128397
458	0.2284957413
459	0.228475983
460	0.2284742586
461	0.2284662149
462	0.2284610341
463	0.2284473276
464	0.2284363671
465	0.2284203882
466	0.2284019455
467	0.2283946816
468	0.2283903367
469	0.2283787311
470	0.2283548298
471	0.2283452211
472	0.2283273553
473	0.228304567
474	0.2282978839
475	0.228290826
476	0.2282709956
477	0.2282576181
478	0.2282489091
479	0.2282411487
480	0.2282248409
481	0.2281977833
482	0.2281942879
483	0.2281753189
484	0.2281586612
485	0.2281501821
486	0.2281375599
487	0.2281244934
488	0.2281021098
489	0.2280838645
490	0.2280732096
491	0.2280520609
492	0.2280380939
493	0.2280246318
494	0.2280213374
495	0.2279885141
496	0.2279745122
497	0.2279584468
498	0.2279390552
499	0.2279265679
500	0.2278958763
501	0.2278868006
502	0.227856484
503	0.2278355894
504	0.2278318009
505	0.2278030555
506	0.2277986671
507	0.2277734144
508	0.2277632853
509	0.2277466595
510	0.2277356695
511	0.2277211539
512	0.2277189559
513	0.2276891976
514	0.2276806744
515	0.2276600546
516	0.22761637
517	0.2276098771
518	0.2276086879
519	0.2276047616
520	0.2275845881
521	0.2275668183
522	0.2275465597
523	0.2275443462
524	0.2275372081
525	0.2275149594
526	0.2275017558
527	0.2274986825
528	0.2274923002
529	0.2274787422
530	0.227471943
531	0.2274608314
532	0.2274493853
533	0.2274421774
534	0.2274387944
535	0.2274246967
536	0.2273956686
537	0.2273891585
538	0.227385927
539	0.227376409
540	0.2273722321
541	0.227357828
542	0.2273566373
543	0.2273502752
544	0.2273090795
545	0.2273087678
546	0.2272999223
547	0.2272847258
548	0.2272663696
549	0.2272604943
550	0.2272528207
551	0.2272385769
552	0.2272324183
553	0.2272015255
554	0.2271860442
555	0.2271788802
556	0.2271417697
557	0.2271338769
558	0.2271285768
559	0.227110689
560	0.2270976252
561	0.227086342
562	0.2270745908
563	0.2270610478
564	0.2270534564
565	0.2270494121
566	0.2270466774
567	0.227035708
568	0.2270328324
569	0.2270189809
570	0.2270187822
571	0.2270122109
572	0.2270001631
573	0.2269950056
574	0.2269924461
575	0.2269753579
576	0.2269649289
577	0.2269601216
578	0.2269516995
579	0.2269410866
580	0.2269289384
581	0.2269135402
582	0.2268997208
583	0.2268900815
584	0.2268765395
585	0.2268748832
586	0.2268693058
587	0.2268572282
588	0.2268241519
589	0.226814463
590	0.2268087208
591	0.2268044885
592	0.2268035034
593	0.2267824911
594	0.2267672053
595	0.2267594599
596	0.2267243721
597	0.2267098441
598	0.2266899309
599	0.2266803229
600	0.2266559058
601	0.2266400666
602	0.2266293173
603	0.2266177985
604	0.2266042336
605	0.2266003704
606	0.2265988523
607	0.2265920174
608	0.2265821881
609	0.2265740085
610	0.2265676457
611	0.2265612672
612	0.2265421367
613	0.2265290891
614	0.2265201893
615	0.2265191043
616	0.2265185233
617	0.2264920523
618	0.2264813129
619	0.226475729
620	0.2264699342
621	0.2264306793
622	0.2264064918
623	0.2263965626
624	0.2263860341
625	0.2263829624
626	0.2263709727
627	0.2263572972
628	0.226344124
629	0.2263387858
630	0.2263216537
631	0.2262993308
632	0.2262926308
633	0.2262559865
634	0.226231678
635	0.2262304837
636	0.2262177222
637	0.2262129025
638	0.2262011831
639	0.2261713516
640	0.226152149
641	0.2261483008
642	0.2261167504
643	0.2260902193
644	0.2260701216
645	0.2260513908
646	0.2260440645
647	0.2260300164
648	0.2260226712
649	0.2260101341
650	0.2259995432
651	0.2259860234
652	0.2259814044
653	0.2259728219
654	0.2259589233
655	0.2259473041
656	0.2259405048
657	0.2259263031
658	0.2259199734
659	0.2259057327
660	0.2258941181
661	0.2258857725
662	0.2258756945
663	0.2258641087
664	0.2258563277
665	0.2258456765
666	0.2258324734
667	0.2258203035
668	0.2258140372
669	0.2257947034
670	0.2257795903
671	0.2257730087
672	0.2257667314
673	0.2257535905
674	0.2257498862
675	0.2257341118
676	0.2257216296
677	0.2257142251
678	0.2256996553
679	0.2256944811
680	0.2256870695
681	0.2256736724
682	0.2256675795
683	0.2256559856
684	0.225645748
685	0.2256327606
686	0.2256228264
687	0.2256126723
688	0.2256053578
689	0.2255925661
690	0.2255843445
691	0.2255615096
692	0.225550591
693	0.2255393324
694	0.2255294697
695	0.2255213041
696	0.2255167181
697	0.2255138285
698	0.2254973999
699	0.2254811403
700	0.2254731635
701	0.2254650784
702	0.2254605033
703	0.2254475584
704	0.2254397741
705	0.225436304
706	0.2254284658
707	0.225423074
708	0.2254163573
709	0.2254090805
710	0.2253830219
711	0.2253770368
712	0.225375713
713	0.2253722764
714	0.2253651583
715	0.225361543
716	0.2253495042
717	0.2253434094
718	0.225335919
719	0.2253254039
720	0.2253080841
721	0.2252967098
722	0.2252878674
723	0.2252801599
724	0.2252488966
725	0.2252401497
726	0.2252260121
727	0.225212802
728	0.2252057009
729	0.2251991808
730	0.2251793678
731	0.2251604685
732	0.2251516538
733	0.2251426714
734	0.2251356647
735	0.2251344733
736	0.2251273582
737	0.225115976
738	0.2251017011
739	0.2250863843
740	0.2250435885
741	0.225027617
742	0.2250216671
743	0.22501475
744	0.2250000005
745	0.2249943963
746	0.2249807698
747	0.2249661489
748	0.2249470469
749	0.2249453634
750	0.2249362815
751	0.2249134323
752	0.2248938679
753	0.2248900816
754	0.2248828974
755	0.2248702758
756	0.2248489472
757	0.2248329322
758	0.2248082796
759	0.2248001581
760	0.224780928
761	0.224765757
762	0.2247517291
763	0.2247444441
764	0.2247132674
765	0.2247066978
766	0.2246924027
767	0.2246758182
768	0.2246575335
769	0.2246400356
770	0.2246305539
771	0.2246232245
772	0.2246160305
773	0.2246009318
774	0.2245945072
775	0.2245867103
776	0.2245813499
777	0.2245787477
778	0.2245708419
779	0.2245511496
780	0.22453356
781	0.2245157421
782	0.2245099156
783	0.2244818727
784	0.2244742816
785	0.2244719837
786	0.2244529865
787	0.2244505045
788	0.2244299964
789	0.2244200596
790	0.2244111827
791	0.2244056579
792	0.2243963727
793	0.224390643
794	0.2243802803
795	0.2243766105
796	0.2243664282
797	0.2243538513
798	0.2243461264
799	0.224336741
800	0.2243230915
801	0.2243190512
802	0.224313883
803	0.2242999736
804	0.2242969465
805	0.2242839141
806	0.2242654459
807	0.2242589059
808	0.2242425894
809	0.224227133
810	0.2242220972
811	0.2242203711
812	0.224203318
813	0.2241968245
814	0.2241905761
815	0.2241733532
816	0.2241660249
817	0.2241558169
818	0.2241507954
819	0.2241452092
820	0.2241421619
821	0.2241323078
822	0.2241234728
823	0.2241058821
824	0.2240970822
825	0.224083694
826	0.2240631015
827	0.224059951
828	0.2240532917
829	0.2240471258
830	0.2240230263
831	0.2240025887
832	0.2239967462
833	0.2239890373
834	0.2239809703
835	0.2239790271
836	0.2239739665
837	0.2239597567
838	0.2239528877
839	0.2239356775
840	0.2239317387
841	0.2239156137
842	0.223908716
843	0.2239008628
844	0.2238804159
845	0.223872817
846	0.2238636168
847	0.2238586571
848	0.2238412165
849	0.2238299016
850	0.2238176119
851	0.2238145538
852	0.2238024468
853	0.2237919289
854	0.2237894937
855	0.2237656083
856	0.2237621363
857	0.2237542444
858	0.22374953
859	0.2237479308
860	0.2237465579
861	0.2237389747
862	0.2237219135
863	0.2237102556
864	0.2236992992
865	0.2236876082
866	0.2236701997
867	0.2236390908
868	0.2236216803
869	0.2236089392
870	0.2236036567
871	0.2235922363
872	0.2235374966
873	0.2235338311
874	0.2235230963
875	0.2235155556
876	0.2235086906
877	0.2235028328
878	0.2235008897
879	0.22348226
880	0.2234677065
881	0.2234598422
882	0.2234550509
883	0.2234487799
884	0.223440769
885	0.2234280197
886	0.2234160721
887	0.2234002567
888	0.2233887434
889	0.2233844917
890	0.2233745876
891	0.2233686828
892	0.2233578752
893	0.2233292452
894	0.223324925
895	0.2233175902
896	0.2233137184
897	0.2233125304
898	0.2233038158
899	0.2232990921
900	0.2232884615
901	0.2232742693
902	0.2232622071
903	0.2232499083
904	0.2232285556
905	0.2232082901
906	0.2232031117
907	0.2231893933
908	0.2231835594
909	0.2231740628
910	0.2231701898
911	0.2231563892
912	0.2231477564
913	0.2231466526
914	0.2231337812
915	0.2231247218
916	0.2231188048
917	0.2231163737
918	0.2231058423
919	0.2230968997
920	0.2230895351
921	0.2230834014
922	0.2230813991
923	0.2230709456
924	0.2230594263
925	0.2230563607
926	0.2230453509
927	0.2230361044
928	0.2230264555
929	0.223019289
930	0.2230024925
931	0.2229818118
932	0.2229647219
933	0.2229586191
934	0.2229568796
935	0.2229398059
936	0.2229356998
937	0.2229291537
938	0.2229240821
939	0.2229109227
940	0.2229058076
941	0.2228968169
942	0.2228938377
943	0.222884965
944	0.222873531
945	0.222868838
946	0.2228680792
947	0.2228611482
948	0.2228596683
949	0.2228547885
950	0.222848135
951	0.2228469875
952	0.2228412939
953	0.2228386915
954	0.2228359539
955	0.222818219
956	0.2227890211
957	0.2227845106
958	0.222780664
959	0.2227777722
960	0.2227754588
961	0.2227719323
962	0.2227539217
963	0.2227471019
964	0.222729484
965	0.2227215938
966	0.2227195706
967	0.2227116192
968	0.2227081742
969	0.2226970711
970	0.2226782447
971	0.2226762295
972	0.2226746241
973	0.2226688193
974	0.2226686457
975	0.2226611282
976	0.2226548502
977	0.2226395256
978	0.2226351264
979	0.2226189996
980	0.2226125837
981	0.2226019323
982	0.2225904799
983	0.2225763721
984	0.2225704233
985	0.2225545234
986	0.2225529159
987	0.2225509489
988	0.2225462932
989	0.2225363883
990	0.2225249668
991	0.2225217637
992	0.2225140108
993	0.222491713
994	0.222491339
995	0.2224774552
996	0.2224705346
997	0.2224633442
998	0.2224477521
999	0.222430319
